"student_id","school_id","class_id","region","school_type","class_size","school_resources","class_climate_mean","age","grade","gender","ses","parent_edu","books_home","language_home","migration_background","special_education_support","gpa_t1","gpa_t2","gpa_t3","math_grade_t1","language_grade_t1","absences_t1","absences_t2","absences_t3","study_hours","screen_time","homework_completion","teacher_rating_effort","se1_t1","se2_t1","se3_t1","se4_t1","se5_t1","se1_t2","se2_t2","se3_t2","se4_t2","se5_t2","se1_t3","se2_t3","se3_t3","se4_t3","se5_t3","anx1_t1","anx2_t1","anx3_t1","anx4_t1","anx5_t1","anx6_t1","anx1_t2","anx2_t2","anx3_t2","anx4_t2","anx5_t2","anx6_t2","anx1_t3","anx2_t3","anx3_t3","anx4_t3","anx5_t3","anx6_t3","bel1_t1","bel2_t1","bel3_t1","bel4_t1","bel5_t1","bel1_t2","bel2_t2","bel3_t2","bel4_t2","bel5_t2","bel1_t3","bel2_t3","bel3_t3","bel4_t3","bel5_t3","mast1_t1","mast2_t1","mast3_t1","mast4_t1","mast5_t1","ts1_t1","ts2_t1","ts3_t1","ts4_t1","ts5_t1","abil1","abil2","abil3","abil4","abil5","abil6","abil7","abil8","abil9","abil10","abil11","abil12","att_acc","att_rt_inv","att_inhibit","att_switch","missing_any_t1","missing_any_t2","missing_any_t3","dropout_t2","dropout_t3","planned_missing_form"
52,"S01","C003","South","vocational",19,-1.442,-0.612,18,12,"girl",-0.284,1,1,"majority_language",0,0,6.1,6.3,6.6,7,8.1,3,0,2,3,3.1,1,47,3,2,3,3,3,2,3,3,5,4,2,2,3,1,4,3,3,3,1,1,3,3,2,2,,,,1,1,2,1,1,1,5,4,4,5,5,5,5,,5,5,5,5,5,,,2,2,2,2,3,3,4,3,1,4,1,0,1,0,0,1,0,0,1,0,0,0,0.851,-0.256,57.4,58.5,0,1,1,0,0,"B"
53,"S01","C003","South","vocational",19,-1.442,-0.612,17.5,12,"girl",-0.096,2,3,"majority_language",0,0,6.8,6.2,6.8,6.8,6.4,9,2,1,6.8,2,2,49.6,5,,4,3,4,2,3,4,5,3,1,2,3,4,3,1,3,3,3,1,2,2,3,2,,,,2,3,3,3,4,2,3,2,2,1,,2,4,1,3,3,4,5,2,,,4,3,3,3,3,4,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0.821,1.798,46.3,55.1,1,1,1,0,0,"B"
54,"S01","C003","South","vocational",19,-1.442,-0.612,17.7,12,"boy",-0.948,1,5,"other_language",0,0,7,7,7.1,8.2,6.2,2,2,3,3.5,1.2,3,38.2,4,4,4,4,4,5,3,2,,,3,4,5,3,2,3,2,2,3,,3,2,2,1,2,3,2,3,1,2,,,,2,2,4,3,4,2,2,2,3,4,4,2,3,2,3,3,4,3,1,4,2,2,4,3,4,,1,0,0,1,1,0,0,1,0,0,0,0.944,0.654,65.3,52.9,1,1,1,0,0,"C"
55,"S01","C003","South","vocational",19,-1.442,-0.612,17.4,12,"boy",0.224,3,4,"majority_language",0,0,6.4,6.7,6.5,6.4,5.6,3,4,0,6.9,4.3,5,52.9,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,2,1,1,3,1,2,2,2,3,,,,1,1,1,2,4,2,5,5,3,3,4,5,4,5,4,4,5,5,,,,5,5,4,4,4,3,3,3,1,4,1,1,1,1,1,1,0,0,0,0,1,0,0.714,0.149,40.4,44,0,1,1,0,0,"B"
56,"S01","C003","South","vocational",19,-1.442,-0.612,18.5,12,"girl",0.472,5,3,"other_language",0,0,6.9,7,6.6,6.7,7.2,5,3,8,7.5,1.7,2,49.1,3,3,3,4,5,1,4,2,3,5,3,4,4,3,2,1,2,1,2,1,2,2,1,2,,,,3,3,3,2,2,3,3,3,3,1,3,3,3,4,4,2,5,4,2,,,5,4,3,4,4,3,4,3,3,3,1,0,1,1,1,0,1,1,0,1,0,0,0.83,1.287,54.4,56,0,1,1,0,0,"B"
57,"S01","C003","South","vocational",19,-1.442,-0.612,18.3,12,"boy",-1.032,1,1,"majority_language",0,0,5.7,,,7.1,5.9,24,,,4.7,2.7,1,45.3,3,4,3,4,3,,,,,,,,,,,3,4,3,4,2,3,,,,,,,,,,,,,,4,2,4,5,,,,,,,,,,,4,3,3,4,5,3,,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0.929,0.257,62.2,61.4,1,1,1,1,1,"C"
58,"S01","C003","South","vocational",19,-1.442,-0.612,16.9,12,"girl",-0.568,2,2,"majority_language",0,1,6.2,6.4,6.5,7.3,8.1,15,6,21,7,1.8,2,44.5,3,5,3,2,3,2,2,2,,,,,3,,4,2,1,1,2,3,2,2,2,3,5,5,3,2,2,3,,,,5,4,4,5,4,3,3,3,,2,,1,2,2,1,5,2,3,4,3,2,3,3,4,1,1,1,1,1,1,0,1,0,0,0,1,0,0.799,-0.563,32.1,35,0,1,1,0,0,"C"
59,"S01","C004","South","vocational",20,-1.442,-0.138,16.6,11,"girl",-0.553,2,2,"majority_language",0,1,7.4,7.1,5.7,7.6,7.1,10,3,5,4.5,3.9,2,49.7,5,2,5,4,3,5,4,5,,,3,4,4,4,4,4,1,2,4,,,2,2,4,3,,3,2,4,3,,,,5,5,2,4,5,3,2,3,5,4,1,1,3,2,5,,3,3,4,3,2,3,1,3,2,1,0,1,1,1,1,1,1,1,0,1,0,0.913,0.689,56.5,62.3,1,1,1,0,0,"C"
60,"S01","C004","South","vocational",20,-1.442,-0.138,16,11,"girl",-0.435,3,4,"majority_language",0,0,6.5,6.5,6.2,7.8,7.1,9,9,2,5.6,10,4,49.3,,5,3,5,5,2,4,4,1,2,,2,3,4,2,2,1,4,1,2,,1,1,4,1,2,3,1,2,4,3,4,3,4,,3,3,4,2,3,4,2,3,1,2,4,4,2,3,4,3,4,4,2,4,,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0.907,-0.209,48.2,43.9,1,0,1,0,0,"A"
61,"S01","C004","South","vocational",20,-1.442,-0.138,15.5,11,"girl",-0.623,2,5,"majority_language",0,0,7.7,7.4,8,6.5,6.6,8,4,3,4,4.3,2,41.6,3,3,2,3,4,3,4,5,5,4,4,,4,3,2,3,2,3,4,4,3,3,2,2,2,3,1,2,2,2,1,2,1,5,4,2,3,3,4,4,1,4,4,3,2,1,4,2,2,2,3,2,4,3,5,3,1,3,1,1,1,1,1,0,1,0,0,,,0,0.877,-0.16,58,69,1,0,1,0,0,"A"
62,"S01","C004","South","vocational",20,-1.442,-0.138,16.3,11,"boy",-0.724,2,,"majority_language",0,0,6.3,6.6,6.1,6.3,6.8,4,4,2,3.9,2.6,1,43.9,2,4,3,4,4,,3,5,4,5,3,2,2,4,4,3,4,3,3,3,,,2,3,1,3,3,2,3,3,4,1,4,3,3,4,2,1,4,5,4,3,3,2,5,5,4,5,1,2,,2,4,4,4,2,4,3,1,0,1,1,0,1,0,0,0,0,0,0,0.779,0.631,51.4,47.2,1,1,0,0,0,"A"
63,"S01","C004","South","vocational",20,-1.442,-0.138,16.2,11,"boy",0.147,3,3,"majority_language",0,0,6.4,7,6.1,5.1,7.8,1,1,5,6.5,1.4,3,29.6,2,,2,2,2,3,2,2,3,3,2,2,1,2,2,5,3,3,3,3,2,2,4,2,,,,2,3,3,2,2,3,3,4,4,,,5,3,5,3,4,3,4,5,,,2,2,2,2,3,4,4,3,3,4,1,1,1,,0,1,0,0,1,0,0,0,0.857,-1.97,52.4,63.5,1,1,1,0,0,"B"
64,"S01","C004","South","vocational",20,-1.442,-0.138,16.3,11,"boy",-0.564,1,1,"majority_language",0,0,7.3,6.5,8,8.3,8.4,6,2,3,4.3,3,4,48.9,5,5,5,2,4,,5,5,,,4,4,2,3,1,4,3,3,4,3,3,5,3,,2,2,,2,3,,,,,,5,3,4,5,5,,4,5,,5,4,5,5,4,5,5,3,4,5,2,3,3,2,2,1,1,0,1,1,1,1,1,0,1,0,0,0.737,-0.475,45.3,37.9,1,1,1,0,0,"C"
65,"S01","C004","South","vocational",20,-1.442,-0.138,16.2,11,"girl",-0.143,4,3,"majority_language",0,0,7.1,6.6,7.1,6.3,6.7,8,12,4,7.4,6.1,4,39.8,4,4,5,4,3,3,4,4,,,4,2,5,3,4,3,2,,2,2,2,1,1,1,1,1,1,1,,3,,,,,3,3,2,3,2,4,1,1,1,2,3,,3,2,4,4,2,4,4,4,2,,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0.901,0.636,55.7,61.1,1,1,1,0,0,"C"
66,"S01","C004","South","vocational",20,-1.442,-0.138,17.1,11,"girl",-0.626,1,1,"majority_language",0,0,6.5,6.1,6.6,7.2,7.2,4,4,9,4.6,2.7,4,38,4,5,3,5,4,4,4,3,4,3,2,4,4,4,4,3,3,4,2,3,4,1,1,1,1,,1,3,1,1,1,1,,4,5,3,4,,4,4,3,3,4,3,4,2,2,3,3,2,4,2,3,3,4,2,3,3,1,1,1,1,1,1,0,,0,0,0,,,,,,1,1,1,0,0,"A"
67,"S01","C004","South","vocational",20,-1.442,-0.138,16.8,11,"boy",0.08,4,5,"majority_language",0,0,7.1,6.5,6.6,6,7,15,6,4,5.3,1.9,1,35.2,4,3,3,3,4,4,2,2,,,2,2,4,2,5,,3,3,3,2,3,4,5,3,,4,3,4,3,2,,,,3,3,4,2,3,,3,1,,3,2,4,2,3,3,3,1,3,,3,3,2,3,2,2,0,1,1,0,1,0,0,,0,1,0,0,0.688,-0.346,47,52.1,1,1,1,0,0,"C"
68,"S01","C004","South","vocational",20,-1.442,-0.138,17.1,11,"boy",-0.82,2,1,"other_language",0,0,6.6,6.7,5.6,7.1,6.8,10,5,11,7.3,4,4,58.2,3,3,4,4,4,2,2,4,2,1,3,5,5,2,4,1,1,2,1,2,1,,2,3,5,4,3,4,2,2,2,4,2,3,3,3,4,1,1,,3,4,3,2,3,3,3,1,2,,,4,3,4,3,3,2,4,1,1,,1,0,1,0,1,1,0,0,0,0.841,0.586,45.6,48.1,1,1,0,0,0,"A"
69,"S01","C004","South","vocational",20,-1.442,-0.138,17,11,"girl",0.458,3,2,"majority_language",1,0,6.3,6.9,5.7,6.5,7.6,8,0,6,7.5,2.6,1,37.1,2,5,4,3,4,3,2,3,2,3,3,3,4,2,5,3,3,1,2,3,2,3,1,2,,,,3,3,1,3,1,3,1,2,2,2,,4,4,3,3,3,4,,2,,,4,4,2,2,3,3,2,3,3,3,0,1,0,0,1,0,,1,0,0,0,,0.601,0.415,35,39.8,1,1,1,0,0,"B"
70,"S01","C004","South","vocational",20,-1.442,-0.138,16.1,11,"girl",-0.348,2,3,"majority_language",0,0,7.1,6.8,6.7,7.3,6.3,5,3,6,5.7,2.8,2,58.7,4,4,4,5,4,3,4,2,4,3,5,5,3,5,5,1,3,1,3,1,1,1,2,2,2,1,3,1,2,,3,3,1,3,2,4,3,3,,3,4,4,5,4,4,4,3,5,3,4,2,2,,2,4,3,5,2,0,1,1,0,0,1,1,0,0,0,0,1,,,,,1,1,1,0,0,"A"
71,"S01","C004","South","vocational",20,-1.442,-0.138,17.2,11,"boy",-2.034,1,1,"other_language",1,0,5.6,6,,6.6,7,2,2,,6.3,3.5,1,30.9,2,4,4,3,4,5,,4,,4,,,,,,4,3,2,5,3,3,,1,1,1,2,1,,,,,,,4,,3,4,3,4,5,5,4,3,,,,,,3,,4,,4,4,4,3,5,3,1,1,0,1,0,1,0,0,0,,1,1,0.579,-0.498,24.2,47.8,1,1,1,0,1,"A"
72,"S01","C004","South","vocational",20,-1.442,-0.138,16.2,11,"girl",0.08,1,3,"other_language",1,0,7.6,7.1,6.8,6.4,7,0,6,3,7.8,4.2,4,62.2,4,5,4,4,1,4,3,2,3,2,5,,3,4,3,1,1,2,1,1,1,1,1,1,1,2,1,3,1,,1,3,2,5,5,5,4,5,3,5,4,3,4,2,4,3,2,2,4,5,4,5,5,4,5,2,5,5,1,1,1,1,1,1,1,0,1,1,0,0,0.809,1.017,38,45.9,0,0,1,0,0,"A"
73,"S01","C004","South","vocational",20,-1.442,-0.138,16.9,11,"boy",-0.549,2,1,"majority_language",0,0,6.1,5.9,5.8,5.9,6.8,10,8,9,4.6,3,3,52.1,2,4,4,3,4,2,2,1,,,2,,3,3,1,2,1,1,2,2,1,2,1,1,3,2,2,3,3,2,,,,5,4,2,4,4,4,3,5,4,2,3,3,4,2,3,4,3,3,4,4,4,4,5,5,4,1,1,0,0,1,1,0,0,0,0,0,0,0.65,-1.093,39.3,63,0,1,1,0,0,"C"
74,"S01","C004","South","vocational",20,-1.442,-0.138,16.2,11,"boy",0.447,3,3,"majority_language",0,0,6.4,6.3,6.4,7.3,6.7,1,3,5,7.7,2.6,2,41.3,3,4,,3,3,1,3,2,,,2,3,3,4,3,3,4,3,2,4,3,3,4,2,3,4,2,3,2,2,,,,3,2,2,4,3,2,3,3,2,2,2,4,1,1,2,4,3,5,5,4,3,2,3,,3,0,1,1,1,0,0,0,1,1,0,0,0,0.759,1.063,53.9,43.5,1,1,1,0,0,"C"
75,"S01","C004","South","vocational",20,-1.442,-0.138,16,11,"girl",0.192,4,4,"other_language",1,0,7.3,7.5,6.5,7.1,7.5,6,8,4,6.4,3.2,5,47.8,2,4,,4,3,3,3,1,,,3,2,3,3,3,2,2,1,1,2,1,3,4,3,2,5,3,3,2,2,,,,2,2,3,3,5,2,4,3,3,3,3,4,4,4,5,,5,4,5,4,4,4,2,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0.763,-0.226,42.7,52.1,1,1,1,0,0,"C"
76,"S01","C004","South","vocational",20,-1.442,-0.138,16.2,11,"girl",-0.876,4,2,"majority_language",0,0,6.1,5.6,6.1,7.6,6.5,4,16,18,3.2,4.6,1,46.3,3,4,3,3,3,4,2,3,3,4,3,3,4,3,3,3,2,3,4,3,3,4,3,4,,,,3,4,4,5,4,3,2,1,5,3,3,2,1,4,3,1,3,1,3,,,3,3,4,4,4,1,3,1,1,2,0,1,1,0,1,0,1,0,1,,0,0,0.766,0.207,56.4,56.2,1,1,1,0,0,"B"
77,"S01","C004","South","vocational",20,-1.442,-0.138,16.9,11,"girl",0.045,4,4,"majority_language",0,0,6.1,6.3,6.3,6.2,7.4,5,1,2,3.4,2,2,44.6,2,2,2,3,2,2,2,3,4,2,1,1,,2,4,1,1,1,1,3,2,1,2,2,,,,2,1,1,3,2,3,5,5,3,5,5,3,5,4,4,4,2,3,3,,,3,2,1,,1,2,3,3,3,4,1,0,0,0,,0,0,0,0,1,0,0,0.813,-1.703,52.8,33.5,1,1,1,0,0,"B"
78,"S01","C004","South","vocational",20,-1.442,-0.138,17.2,11,"boy",0.355,3,3,"other_language",0,0,7.1,7,,7.4,7.8,2,1,,4.9,1.2,2,50.6,4,3,4,3,5,3,3,5,4,4,,,,,,3,3,1,1,1,,2,2,1,3,2,2,,,,,,,5,4,1,5,4,4,5,5,,5,,,,,,4,4,4,3,3,1,2,,3,3,1,,1,1,0,1,1,0,,0,0,0,0.752,-0.078,55,49.2,1,1,1,0,1,"A"
79,"S02","C005","North","technical",21,-0.67,-0.021,15.3,10,"boy",1.277,4,5,"majority_language",1,0,6.6,,,8.3,5.9,2,,,6,1.4,2,44.5,3,2,2,4,2,,,,,,,,,,,2,3,2,1,2,3,,,,,,,,,,,,,2,3,2,3,2,,,,,,,,,,,4,,3,3,4,1,3,2,3,3,1,1,1,0,0,1,0,0,0,1,0,1,0.608,-0.744,41.8,38.5,1,1,1,1,1,"A"
80,"S02","C005","North","technical",21,-0.67,-0.021,15.8,10,"girl",-0.26,2,2,"majority_language",0,0,6.6,7.1,7.8,7.4,5.9,7,2,9,7.8,1.5,2,51.7,5,3,,4,3,4,,4,3,4,4,5,4,5,5,4,,,3,2,3,3,2,4,,,,1,1,2,1,4,5,1,2,1,3,2,3,3,3,2,4,3,3,2,,,3,4,4,4,,2,4,3,,4,1,0,1,0,1,0,1,0,1,0,0,0,,,,,1,1,1,0,0,"B"
81,"S02","C005","North","technical",21,-0.67,-0.021,15.7,10,"girl",0.287,3,4,"majority_language",0,0,6.4,6.3,5.6,6.8,5.7,2,2,2,7.3,1.4,1,42.7,3,2,5,2,3,3,3,3,5,1,2,3,2,2,3,,2,2,2,3,2,2,3,1,2,2,3,2,2,2,3,3,1,4,5,3,5,4,5,3,4,2,4,2,3,4,4,2,2,3,3,4,4,2,3,5,5,5,1,1,1,1,0,0,1,0,0,0,1,0,0.703,0.641,51.8,26.4,1,0,0,0,0,"A"
82,"S02","C005","North","technical",21,-0.67,-0.021,15.6,10,"boy",-0.093,2,3,"majority_language",0,0,6.7,7.5,7.7,7.4,5.1,2,1,24,4.5,4.4,5,46.4,4,4,5,3,5,4,5,4,2,5,4,3,3,2,3,1,1,2,2,3,1,2,3,2,,,,3,,2,3,1,2,4,4,3,3,3,4,1,1,1,2,2,3,2,,,4,3,3,4,4,5,4,5,,5,1,1,1,0,1,0,1,1,0,1,0,0,0.746,-0.758,32.7,35.6,1,1,1,0,0,"B"
83,"S02","C005","North","technical",21,-0.67,-0.021,15.6,10,"girl",-0.114,3,5,"majority_language",0,1,6,6,6.5,6.8,7.5,0,1,2,9.7,4,4,43.5,4,4,5,4,4,2,2,,3,3,4,2,2,2,3,5,4,4,3,3,2,2,2,2,,,,3,1,,1,1,1,4,,5,4,2,2,4,5,5,5,3,5,3,,,3,2,3,2,3,4,4,5,5,5,1,1,1,0,0,1,0,,0,0,0,0,0.739,0,59.3,42.9,1,1,1,0,0,"B"
84,"S02","C005","North","technical",21,-0.67,-0.021,15.5,10,"girl",0.004,4,5,"majority_language",0,0,5.9,6.7,6.4,6.5,6.1,4,3,15,5.7,3.1,3,45.9,2,5,4,2,3,1,1,2,,1,4,,5,4,3,3,1,1,,2,3,2,,2,4,2,3,3,2,3,2,4,4,2,1,4,3,2,5,1,3,3,,2,,3,1,2,5,5,5,3,3,4,3,2,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0.524,-0.056,52,49.4,1,1,1,0,0,"A"
85,"S02","C005","North","technical",21,-0.67,-0.021,15.7,10,"girl",0.234,4,,"majority_language",0,0,5.9,5.7,,5.9,7.2,5,1,,0,1.5,1,42.8,4,4,4,2,3,3,2,2,3,3,,,,,,3,3,3,4,5,3,3,2,2,,,,,,,,,,3,4,4,5,2,5,4,5,4,3,,,,,,3,3,4,3,3,,4,5,4,3,1,0,0,0,1,0,0,,0,0,0,0,0.634,-1.696,35.3,53.1,1,1,1,0,1,"B"
86,"S02","C005","North","technical",21,-0.67,-0.021,15.1,10,"boy",-0.658,2,1,"majority_language",0,0,6.9,6.7,,6.6,6.1,4,1,,4.1,2.6,3,59.7,4,4,3,3,4,3,3,3,1,4,,,,,,1,2,1,3,1,2,2,1,1,,,,,,,,,,3,4,3,3,2,2,4,2,3,4,,,,,,5,3,3,5,2,4,4,5,3,5,1,1,1,1,1,1,0,1,1,1,1,1,0.612,-0.423,48,34.5,0,1,1,0,1,"B"
87,"S02","C005","North","technical",21,-0.67,-0.021,16.4,10,"boy",1.824,5,4,"majority_language",0,0,7.5,7.4,7.4,6.8,7.4,0,2,1,9.5,1.3,2,43.3,4,4,4,3,4,5,4,5,5,5,4,4,4,5,4,1,1,3,2,2,1,1,2,1,,,,2,2,1,1,2,2,5,4,5,5,2,4,4,4,4,5,5,4,4,,,4,2,1,3,2,4,3,,2,2,1,1,0,1,1,1,1,0,0,0,0,0,0.92,1.415,61.6,51,1,1,1,0,0,"B"
88,"S02","C005","North","technical",21,-0.67,-0.021,16.2,10,"girl",-0.9,3,2,"majority_language",0,0,6.9,6.9,6.9,6.9,6.6,3,4,13,4.9,2.9,1,39.3,3,4,,5,5,,3,5,3,4,4,,5,5,4,2,2,3,1,3,3,1,2,3,1,3,2,1,3,2,3,,1,1,3,3,3,1,1,2,3,5,1,,2,3,3,3,,2,3,2,1,4,,,4,5,1,1,1,0,1,1,0,0,0,0,0,0,0.58,-0.605,42.4,45,1,1,1,0,0,"A"
89,"S02","C005","North","technical",21,-0.67,-0.021,15.4,10,"boy",-0.291,3,1,"other_language",0,0,6.5,6.7,6.6,6.6,7.6,2,7,9,3.7,3.1,4,42.1,3,5,4,3,2,4,2,4,3,4,3,4,2,3,4,2,1,1,3,3,2,2,1,2,2,2,1,2,,1,1,1,1,5,5,5,2,,4,5,5,2,4,2,4,4,3,5,3,5,2,3,3,4,3,4,2,,1,1,1,0,1,0,0,0,0,0,0,0,0.683,-1.523,38.8,43.1,1,0,1,0,0,"A"
90,"S02","C005","North","technical",21,-0.67,-0.021,16,10,"girl",0.082,5,3,"majority_language",1,0,6.3,5.5,5.4,7.6,7.1,9,6,5,4.7,7.4,3,42.2,2,2,2,2,1,2,2,1,,,3,3,3,4,4,3,4,4,3,,2,3,5,4,3,3,4,2,,2,,,,4,5,,4,5,5,5,5,5,4,5,,4,4,4,3,5,4,5,5,4,4,4,5,4,1,1,1,0,1,0,0,0,0,1,0,,0.634,0.494,44.3,44.7,1,1,1,0,0,"C"
91,"S02","C005","North","technical",21,-0.67,-0.021,15.5,10,"girl",-0.548,1,3,"majority_language",0,1,6.1,6.2,6.1,6.2,5.2,5,0,0,3.2,3.5,2,45,2,3,,3,4,3,5,2,2,3,3,5,3,3,5,5,5,4,4,,3,4,5,5,,,,3,5,4,3,1,4,2,2,5,1,,4,4,4,4,,4,,4,,,4,5,4,,,2,3,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,,,,,1,1,1,0,0,"B"
92,"S02","C005","North","technical",21,-0.67,-0.021,15.4,10,"girl",-0.196,1,3,"majority_language",0,0,5.8,6.2,,7.8,5.2,13,7,,2.5,3.3,2,41.6,3,3,,2,,2,2,4,,,,,,,,2,2,,1,3,2,3,3,4,3,,4,,,,,,,4,3,3,4,4,,2,2,4,3,,,,,,4,3,3,3,,2,3,2,2,3,1,1,1,0,0,,0,0,,0,0,0,0.697,-0.713,36,51,1,1,1,0,1,"C"
93,"S02","C005","North","technical",21,-0.67,-0.021,16.2,10,"boy",0,5,3,"majority_language",0,1,6.1,,,7.2,5.9,23,,,5.5,3.2,1,59.9,2,2,3,4,3,,,,,,,,,,,4,4,4,5,4,4,,,,,,,,,,,,,2,4,2,2,3,,,,,,,,,,,3,4,5,4,4,4,4,5,4,,1,0,1,,1,1,1,0,0,0,0,0,0.644,0.224,56.5,42.8,1,1,1,1,1,"B"
94,"S02","C005","North","technical",21,-0.67,-0.021,15.8,10,"boy",0.445,3,3,"majority_language",0,0,6.8,6.4,,5.9,5.3,10,3,,6.5,2.6,1,45,,,2,5,4,3,2,2,2,3,,,,,,,1,4,3,3,3,4,2,2,,2,2,,,,,,,4,4,4,4,3,3,2,2,3,3,,,,,,2,4,4,3,4,1,3,3,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0.845,0.515,48.9,48.7,1,1,1,0,1,"A"
95,"S02","C005","North","technical",21,-0.67,-0.021,15.5,10,"boy",0.669,5,4,"majority_language",0,0,7,7.6,7.5,6.9,7.6,1,4,1,4.2,2,5,52.5,5,5,5,5,5,4,5,3,5,4,5,4,5,5,5,3,2,1,4,1,3,3,2,3,4,3,2,2,1,1,2,3,2,2,2,5,3,4,4,4,4,5,2,3,3,3,5,4,,4,3,4,4,3,5,3,3,4,1,1,1,0,0,1,0,1,0,0,1,0,0.792,0.734,50.9,64,1,0,0,0,0,"A"
96,"S02","C005","North","technical",21,-0.67,-0.021,15.1,10,"girl",-0.459,4,4,"majority_language",0,0,7.7,6.8,,7.5,7.3,4,4,,9.1,2.2,4,56.9,4,5,5,5,5,5,5,5,4,5,,,,,,2,3,1,3,1,4,5,4,3,,,,,,,,,,5,5,,4,5,4,,2,4,4,,,,,,5,3,3,4,5,4,4,5,5,5,1,1,,1,1,1,0,0,1,0,1,1,0.52,-1.029,53.6,41.8,1,1,1,0,1,"B"
97,"S02","C005","North","technical",21,-0.67,-0.021,15.2,10,"boy",0.777,2,5,"majority_language",0,0,6.5,6.4,6.8,6.4,7.6,1,2,2,6.6,2.6,4,54.6,5,3,4,3,5,4,5,5,4,5,5,5,4,3,3,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,3,1,1,4,4,5,4,4,4,4,5,5,5,5,5,4,4,3,3,2,2,3,3,3,4,3,,5,1,1,1,0,1,1,0,,0,0,1,0,,,,,1,0,0,0,0,"A"
98,"S02","C005","North","technical",21,-0.67,-0.021,15.6,10,"boy",-0.255,3,3,"majority_language",0,0,7.3,7.6,,6.3,6.4,1,1,,8.8,3.4,4,60.2,5,5,5,,4,5,4,4,,,,,,,,1,1,1,,1,2,1,1,1,1,1,1,,,,,,,3,2,3,4,4,2,4,3,3,4,,,,,,4,4,5,4,4,2,5,3,2,3,1,0,,0,1,1,0,1,0,0,1,0,0.708,-1.521,43.7,47.6,1,1,1,0,1,"C"
99,"S02","C005","North","technical",21,-0.67,-0.021,15.6,10,"girl",0.254,3,4,"majority_language",0,1,6.4,6.6,6.5,6.2,8,1,1,1,2.5,3.7,2,43.7,3,3,2,4,3,1,3,3,,,3,1,4,3,3,3,3,2,1,1,,3,1,3,2,3,3,2,1,1,,,,3,4,3,3,2,5,4,,3,2,4,4,2,4,2,2,2,2,4,2,2,2,2,4,3,1,0,1,0,1,0,1,0,1,0,0,0,0.35,-0.772,29,26.5,1,1,1,0,0,"C"
100,"S02","C006","North","technical",20,-0.67,-0.704,16,10,"girl",-0.826,2,1,"majority_language",0,0,6.3,6.4,6.6,5.6,5.9,15,11,7,8.6,3.1,1,40.2,3,5,3,4,2,3,2,,,,3,3,4,4,5,4,2,3,2,3,3,4,3,2,3,4,2,3,2,,,,,2,1,3,2,3,3,4,2,,2,2,2,4,3,3,2,3,3,4,4,4,3,3,2,3,1,0,1,1,0,,0,0,1,0,0,0,0.856,-0.394,55.7,43,1,1,1,0,0,"C"
101,"S02","C006","North","technical",20,-0.67,-0.704,15.2,10,"girl",-0.339,2,2,"majority_language",0,0,7.2,6.7,6.4,6.4,7.5,11,15,1,2.5,3.3,1,42.3,2,1,1,3,2,2,2,,4,3,2,1,3,5,4,1,3,3,2,2,2,3,3,3,3,5,3,3,3,4,4,4,3,2,4,4,5,3,2,2,4,3,,3,3,3,2,2,2,4,2,3,4,2,3,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,0.783,-0.179,42.3,55.9,0,1,0,0,0,"A"
102,"S02","C006","North","technical",20,-0.67,-0.704,15.9,10,"boy",-0.731,1,2,"majority_language",1,0,6.1,5.8,5.7,5.2,5.5,2,4,1,2.3,1.7,4,52.6,5,1,3,2,3,3,4,4,,2,2,3,5,4,4,2,1,2,2,3,1,3,1,1,,,,1,2,1,3,3,2,2,3,1,4,3,4,5,5,4,4,2,,5,,,1,4,2,4,2,2,2,4,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0.552,-0.806,39.9,42.2,0,1,1,0,0,"B"
103,"S02","C006","North","technical",20,-0.67,-0.704,15.7,10,"girl",0.118,2,3,"majority_language",0,0,7.2,6.8,6.8,7.7,6.2,3,6,4,7.2,3.1,2,48.2,5,3,4,3,5,3,4,2,4,1,3,4,2,3,3,2,1,1,1,2,,2,,3,,,,3,1,1,2,1,1,1,1,1,2,,3,1,1,1,2,1,3,3,,,3,4,4,5,4,3,3,2,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0.73,-0.483,35.6,36.6,1,1,1,0,0,"B"
104,"S02","C006","North","technical",20,-0.67,-0.704,15.2,10,"boy",-0.029,3,2,"majority_language",0,0,5.9,6.2,6.3,8,5.9,5,4,10,5.2,1.2,1,42.9,3,4,4,2,4,2,2,4,2,3,3,4,,3,3,3,2,2,4,,4,1,2,3,,,,3,2,4,3,,2,2,2,1,2,4,4,5,4,4,4,2,4,2,,,4,4,3,4,3,1,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,1,0.897,1.577,56.5,63.7,1,1,1,0,0,"B"
